Algorithm,Strategy,Colour space,PSNR,SSIM,CIEDE2000,S-CIELAB,LPIPS,DreamSim
Floyd-Steinberg,Nearest-colour,RGB,13.442737292530166,0.359770332501033,23.172010933491634,10.017721441622815,0.5259042382240295,0.002095043659210205
Floyd-Steinberg,Nearest-colour,CIELAB,11.805027932492065,0.27014661486795455,22.550200608410567,13.04133038691775,0.7331997156143188,0.015393316745758057
Floyd-Steinberg,Nearest-colour,CIEXYY,12.89126231465919,0.22692078003898428,25.08443441929307,12.993622878582265,0.904428243637085,0.05594605207443237
Floyd-Steinberg,Weight-driven,RGB,13.403042450092482,0.35670150682477764,19.76624814657312,15.703323236745092,0.43999314308166504,0.12093091011047363
Floyd-Steinberg,Weight-driven,CIELAB,13.403042450092482,0.35670150682477697,19.76624814657312,15.703323236745092,0.43999314308166504,0.12102186679840088
Floyd-Steinberg,Weight-driven,CIEXYY,13.403042808173371,0.3567015382545356,19.766247569571732,15.703322715210664,0.43999314308166504,0.12097465991973877
Floyd-Steinberg,Weighted-nearest (α=0.5),RGB,13.3772022748202,0.3640553395832617,19.797099268103487,15.626601695081899,0.437125563621521,0.12107402086257935
Floyd-Steinberg,Weighted-nearest (α=0.5),CIELAB,13.394560190472324,0.3589779069902847,19.755307849736436,15.712947968700353,0.43828654289245605,0.12192648649215698
Floyd-Steinberg,Weighted-nearest (α=0.5),CIEXYY,13.420321011989454,0.3578170809695622,19.753550659375623,15.654999271238827,0.43980881571769714,0.1212034821510315
Floyd-Steinberg,Softmax (α=0.5),RGB,12.456996617276769,0.35101839413580493,23.033979019996977,12.647070584911749,0.648992657661438,0.00426250696182251
Floyd-Steinberg,Softmax (α=0.5),CIELAB,11.806482378704764,0.2703308131706504,22.547156904970915,13.03859345397337,0.7324214577674866,0.015329360961914062
Floyd-Steinberg,Softmax (α=0.5),CIEXYY,14.49292990659156,0.38523953082379453,19.46824823862324,11.640409827387879,0.5334577560424805,0.06342411041259766
Floyd-Steinberg,Error-scaled (scale),RGB,14.72081128076184,0.4299986410302459,21.335478426501176,7.578423372825599,0.4157242178916931,0.014391839504241943
Floyd-Steinberg,Error-scaled (scale),CIELAB,12.98935428085546,0.33717379359504657,20.34462779021145,9.153262910942727,0.519728422164917,0.009975075721740723
Floyd-Steinberg,Error-scaled (scale),CIEXYY,13.068191556318878,0.2887634587567012,23.467776317236442,12.290807671500954,0.7345133423805237,0.04413735866546631
Floyd-Steinberg,Error-scaled (weighted_target),RGB,13.881942896494637,0.40143287601924343,22.84341543023543,9.601275722019382,0.5403800010681152,0.0040451884269714355
Floyd-Steinberg,Error-scaled (weighted_target),CIELAB,12.068014636666405,0.303621488305688,22.022470799741978,13.133373283414764,0.68294757604599,0.017565488815307617
Floyd-Steinberg,Error-scaled (weighted_target),CIEXYY,13.17023130887264,0.28526663222332393,24.61427789915038,13.13939498987795,0.8534343242645264,0.06272035837173462
Floyd-Steinberg,Error-scaled (confidence),RGB,14.015307360832237,0.39510645230437075,22.220602121656032,8.776804546097821,0.4463996887207031,0.005298197269439697
Floyd-Steinberg,Error-scaled (confidence),CIELAB,12.331429277316257,0.3034904518571076,21.39412709508561,11.26674304485513,0.6158096194267273,0.009973406791687012
Floyd-Steinberg,Error-scaled (confidence),CIEXYY,12.863225735908436,0.25362373165847224,24.252839537412797,12.664587299525444,0.810633659362793,0.039722323417663574
Jarvis-Judice-Ninke,Nearest-colour,RGB,13.943613877662212,0.41101217723054645,22.739312443873143,9.580806819219205,0.6444634199142456,0.00390934944152832
Jarvis-Judice-Ninke,Nearest-colour,CIELAB,12.1345037548449,0.31447057236354253,21.835135688741193,13.17787749664838,0.7801611423492432,0.016243338584899902
Jarvis-Judice-Ninke,Nearest-colour,CIEXYY,13.127606043382505,0.26804845470616734,24.713804170916713,13.256450504185375,0.9435594081878662,0.05736440420150757
Jarvis-Judice-Ninke,Weight-driven,RGB,13.403042450092482,0.35670150682477764,19.76624814657312,15.703323236745092,0.43999314308166504,0.12093091011047363
Jarvis-Judice-Ninke,Weight-driven,CIELAB,13.403042450092482,0.35670150682477697,19.76624814657312,15.703323236745092,0.43999314308166504,0.12102186679840088
Jarvis-Judice-Ninke,Weight-driven,CIEXYY,13.403042808173371,0.3567015382545356,19.766247569571732,15.703322715210664,0.43999314308166504,0.12097465991973877
Jarvis-Judice-Ninke,Weighted-nearest (α=0.5),RGB,13.401194296944198,0.37047984517702776,19.767271400676574,15.561753848462637,0.4340895712375641,0.11680883169174194
Jarvis-Judice-Ninke,Weighted-nearest (α=0.5),CIELAB,13.400774333649533,0.3608107652004013,19.72986519786186,15.67055802398559,0.43766552209854126,0.12014204263687134
Jarvis-Judice-Ninke,Weighted-nearest (α=0.5),CIEXYY,13.441700662711902,0.35871561213644027,19.734463421042207,15.582236887598166,0.4402293264865875,0.1206517219543457
Jarvis-Judice-Ninke,Softmax (α=0.5),RGB,12.789631990909731,0.3968256059333462,22.313943842941395,12.876747488322222,0.6335867643356323,0.008942365646362305
Jarvis-Judice-Ninke,Softmax (α=0.5),CIELAB,12.137503431311277,0.31465067130642677,21.832742979504655,13.178030227224864,0.7775698900222778,0.016508638858795166
Jarvis-Judice-Ninke,Softmax (α=0.5),CIEXYY,14.558431911837339,0.3881292755874259,19.421332105890315,11.759701581461831,0.531825840473175,0.06422477960586548
Jarvis-Judice-Ninke,Error-scaled (scale),RGB,15.312221417084324,0.4708272905059343,20.77114012003176,7.3085599185413175,0.48919665813446045,0.01911473274230957
Jarvis-Judice-Ninke,Error-scaled (scale),CIELAB,13.512476686959388,0.38276942610864534,19.619992337151437,8.64844105358855,0.5650389790534973,0.011647403240203857
Jarvis-Judice-Ninke,Error-scaled (scale),CIEXYY,13.490351380768718,0.3343093377888147,22.988334706597378,12.09306283907456,0.7905802130699158,0.04782545566558838
