Algorithm,Strategy,Colour space,PSNR,SSIM,CIEDE2000,S-CIELAB,LPIPS,DreamSim
Floyd-Steinberg,Nearest-colour,RGB,7.657821680719309,0.03948917840579858,29.084368397518563,13.263953072475422,1.1704890727996826,0.0713229775428772
Floyd-Steinberg,Nearest-colour,CIELAB,7.244584177655428,0.03503640950347099,29.60444433107211,10.815022091941517,1.1587564945220947,0.2123410701751709
Floyd-Steinberg,Nearest-colour,CIEXYY,7.261070420597957,0.051095760367253586,32.1291742929058,10.14517221560692,1.1956373453140259,0.25513917207717896
Floyd-Steinberg,Weight-driven,RGB,9.157327645973893,0.35132133536530086,23.610158173439686,16.46866396708497,0.6461599469184875,0.40563178062438965
Floyd-Steinberg,Weight-driven,CIELAB,9.157327645973911,0.35132133536522075,23.61015817343968,16.46866396708497,0.6461599469184875,0.4057668447494507
Floyd-Steinberg,Weight-driven,CIEXYY,9.15732849874138,0.3513214319969744,23.610158451983853,16.468663600598628,0.6461600065231323,0.4059784412384033
Floyd-Steinberg,Error-scaled (scale),RGB,8.829034525068447,0.14529511282431481,27.32120215076994,13.270768243686506,0.9568226337432861,0.11057549715042114
Floyd-Steinberg,Error-scaled (scale),CIELAB,8.160949708808428,0.17027831609195998,26.118375762342197,13.022689099333954,1.002801537513733,0.1489080786705017
Floyd-Steinberg,Error-scaled (scale),CIEXYY,8.041074807075582,0.1813779926290938,29.14010741675976,7.958696015547848,0.9004343748092651,0.22098016738891602
Floyd-Steinberg,Error-scaled (weighted_target),RGB,7.713744016851713,0.04651961255748688,28.924138301112826,13.171795812404271,1.150026559829712,0.07721906900405884
Floyd-Steinberg,Error-scaled (weighted_target),CIELAB,7.275284870347118,0.04345919300989312,29.49805626726243,10.934977534351658,1.160632848739624,0.211747944355011
Floyd-Steinberg,Error-scaled (weighted_target),CIEXYY,7.301379654440236,0.06316182418884304,31.898990317252405,10.08088091082546,1.1486706733703613,0.2548288106918335
Floyd-Steinberg,Error-scaled (confidence),RGB,8.266009650324607,0.10687593429977209,28.00675367006124,12.950077312208156,1.0403538942337036,0.06294244527816772
Floyd-Steinberg,Error-scaled (confidence),CIELAB,7.831541635054181,0.11958743956122535,27.920546140006977,11.245785105287192,1.1139326095581055,0.12788712978363037
