Algorithm,Strategy,Colour space,PSNR,SSIM,CIEDE2000,S-CIELAB,LPIPS,DreamSim
Floyd-Steinberg,Nearest-colour,RGB,11.061742130900893,0.4064514619627553,22.46262415302771,11.83894398560996,0.686674177646637,0.010076284408569336
Floyd-Steinberg,Nearest-colour,CIELAB,11.157622623076172,0.3175500395733579,18.78270090287784,7.197002690273303,0.7968414425849915,0.03579974174499512
Floyd-Steinberg,Nearest-colour,CIEXYY,11.105290526580305,0.23094851210993692,18.456394968743936,13.770898640399407,0.8484172821044922,0.19699817895889282
Floyd-Steinberg,Weight-driven,RGB,13.7584007801925,0.5205643908969121,15.363449051038712,11.732567489145163,0.38093432784080505,0.17027956247329712
Floyd-Steinberg,Weight-driven,CIELAB,13.7584007801925,0.5205643908967401,15.363449051038726,11.732567489145161,0.38093432784080505,0.17000854015350342
Floyd-Steinberg,Weight-driven,CIEXYY,13.758402485052063,0.5205653932631499,15.363449811327417,11.732567104162596,0.38093432784080505,0.1699778437614441
Floyd-Steinberg,Error-scaled (scale),RGB,13.03193749056738,0.49730383945863293,17.055989319577424,10.245183498849052,0.44676482677459717,0.03896051645278931
Floyd-Steinberg,Error-scaled (scale),CIELAB,12.844924258834654,0.45436345814331486,15.128755147272495,9.181669039074714,0.5247963666915894,0.06132906675338745
Floyd-Steinberg,Error-scaled (scale),CIEXYY,13.029022162079539,0.4658690545919484,15.50666191923428,10.416504170649754,0.4108246862888336,0.14644873142242432
Floyd-Steinberg,Error-scaled (weighted_target),RGB,11.25681457974296,0.4348135893026604,22.07597443364797,11.879346302336899,0.6285890936851501,0.010002315044403076
Floyd-Steinberg,Error-scaled (weighted_target),CIELAB,11.292160523986519,0.33477195301301177,18.375016043207342,7.272856233141098,0.7601586580276489,0.03589969873428345
Floyd-Steinberg,Error-scaled (weighted_target),CIEXYY,11.4383700155972,0.27255360050346095,18.120357680287174,12.234598399237408,0.8025413751602173,0.1897948980331421
Floyd-Steinberg,Error-scaled (confidence),RGB,12.31226408983022,0.4802313332487822,18.94697049273781,10.853020950500161,0.5153895616531372,0.019324004650115967
Floyd-Steinberg,Error-scaled (confidence),CIELAB,12.255385085220095,0.4167864996212984,16.313201316648218,8.618622790778085,0.6285884380340576,0.041828274726867676
