Image,Algorithm,Strategy,Colour space,PSNR,SSIM,CIEDE2000,S-CIELAB,LPIPS,DreamSim
negroni,Jarvis-Judice-Ninke,Softmax (α=0.5),CIEXYY,10.9563438799,0.219572943604,16.6705120594,2.70603095433,0.8806245327,0.103207886219
negroni,Jarvis-Judice-Ninke,Error-scaled (scale),RGB,18.5153530662,0.527181198979,12.1569592734,3.94306586035,0.517162024975,0.0283955335617
negroni,Jarvis-Judice-Ninke,Error-scaled (scale),CIELAB,18.9351440001,0.789631217498,6.4836633499,4.16225721208,0.331040263176,0.0301464796066
negroni,Jarvis-Judice-Ninke,Error-scaled (scale),CIEXYY,15.281968806,0.449331110637,17.1634249867,3.55211252154,0.634191453457,0.0607033371925
negroni,Jarvis-Judice-Ninke,Error-scaled (weighted_target),RGB,14.3745873285,0.222966832941,13.0723523446,2.97052098789,0.780456781387,0.0189583301544
negroni,Jarvis-Judice-Ninke,Error-scaled (weighted_target),CIELAB,13.2641471365,0.161002342075,11.0689325255,2.64577944506,0.835468232632,0.0176682472229
negroni,Jarvis-Judice-Ninke,Error-scaled (weighted_target),CIEXYY,11.9876268096,0.147104143574,20.1545455074,3.48640778862,0.929023981094,0.0589897632599
negroni,Jarvis-Judice-Ninke,Error-scaled (confidence),RGB,15.784922869,0.257217800054,12.7995058228,3.55991344733,0.675900220871,0.0184280872345
negroni,Jarvis-Judice-Ninke,Error-scaled (confidence),CIELAB,17.3601018452,0.617643100886,7.22716814272,3.88676775769,0.47491428256,0.0236889123917
negroni,Jarvis-Judice-Ninke,Error-scaled (confidence),CIEXYY,12.8440021228,0.164272488454,19.2933670326,3.33468690355,0.853904366493,0.0540042519569
peacock,Floyd-Steinberg,Nearest-colour,RGB,13.4427372925,0.359770332501,23.1720109335,10.0177214416,0.525904238224,0.00209504365921
peacock,Floyd-Steinberg,Nearest-colour,CIELAB,11.8050279325,0.270146614868,22.5502006084,13.0413303869,0.733199715614,0.0153933167458
peacock,Floyd-Steinberg,Nearest-colour,CIEXYY,12.8912623147,0.226920780039,25.0844344193,12.9936228786,0.904428243637,0.0559460520744
peacock,Floyd-Steinberg,Weight-driven,RGB,13.4030424501,0.356701506825,19.7662481466,15.7033232367,0.439993143082,0.12093091011
peacock,Floyd-Steinberg,Weight-driven,CIELAB,13.4030424501,0.356701506825,19.7662481466,15.7033232367,0.439993143082,0.121021866798
peacock,Floyd-Steinberg,Weight-driven,CIEXYY,13.4030428082,0.356701538255,19.7662475696,15.7033227152,0.439993143082,0.12097465992
peacock,Floyd-Steinberg,Weighted-nearest (α=0.5),RGB,13.3772022748,0.364055339583,19.7970992681,15.6266016951,0.437125563622,0.121074020863
peacock,Floyd-Steinberg,Weighted-nearest (α=0.5),CIELAB,13.3945601905,0.35897790699,19.7553078497,15.7129479687,0.438286542892,0.121926486492
peacock,Floyd-Steinberg,Weighted-nearest (α=0.5),CIEXYY,13.420321012,0.35781708097,19.7535506594,15.6549992712,0.439808815718,0.121203482151
peacock,Floyd-Steinberg,Softmax (α=0.5),RGB,12.4569966173,0.351018394136,23.03397902,12.6470705849,0.648992657661,0.00426250696182
peacock,Floyd-Steinberg,Softmax (α=0.5),CIELAB,11.8064823787,0.270330813171,22.547156905,13.038593454,0.732421457767,0.0153293609619
peacock,Floyd-Steinberg,Softmax (α=0.5),CIEXYY,14.4929299066,0.385239530824,19.4682482386,11.6404098274,0.533457756042,0.0634241104126
peacock,Floyd-Steinberg,Error-scaled (scale),RGB,14.7208112808,0.42999864103,21.3354784265,7.57842337283,0.415724217892,0.0143918395042
peacock,Floyd-Steinberg,Error-scaled (scale),CIELAB,12.9893542809,0.337173793595,20.3446277902,9.15326291094,0.519728422165,0.00997507572174
peacock,Floyd-Steinberg,Error-scaled (scale),CIEXYY,13.0681915563,0.288763458757,23.4677763172,12.2908076715,0.734513342381,0.0441373586655
peacock,Floyd-Steinberg,Error-scaled (weighted_target),RGB,13.8819428965,0.401432876019,22.8434154302,9.60127572202,0.540380001068,0.00404518842697
peacock,Floyd-Steinberg,Error-scaled (weighted_target),CIELAB,12.0680146367,0.303621488306,22.0224707997,13.1333732834,0.682947576046,0.0175654888153
peacock,Floyd-Steinberg,Error-scaled (weighted_target),CIEXYY,13.1702313089,0.285266632223,24.6142778992,13.1393949899,0.853434324265,0.0627203583717
peacock,Floyd-Steinberg,Error-scaled (confidence),RGB,14.0153073608,0.395106452304,22.2206021217,8.7768045461,0.446399688721,0.00529819726944
peacock,Floyd-Steinberg,Error-scaled (confidence),CIELAB,12.3314292773,0.303490451857,21.3941270951,11.2667430449,0.615809619427,0.00997340679169
peacock,Floyd-Steinberg,Error-scaled (confidence),CIEXYY,12.8632257359,0.253623731658,24.2528395374,12.6645872995,0.810633659363,0.0397223234177
peacock,Jarvis-Judice-Ninke,Nearest-colour,RGB,13.9436138777,0.411012177231,22.7393124439,9.58080681922,0.644463419914,0.00390934944153
peacock,Jarvis-Judice-Ninke,Nearest-colour,CIELAB,12.1345037548,0.314470572364,21.8351356887,13.1778774966,0.780161142349,0.0162433385849
peacock,Jarvis-Judice-Ninke,Nearest-colour,CIEXYY,13.1276060434,0.268048454706,24.7138041709,13.2564505042,0.943559408188,0.0573644042015
peacock,Jarvis-Judice-Ninke,Weight-driven,RGB,13.4030424501,0.356701506825,19.7662481466,15.7033232367,0.439993143082,0.12093091011
peacock,Jarvis-Judice-Ninke,Weight-driven,CIELAB,13.4030424501,0.356701506825,19.7662481466,15.7033232367,0.439993143082,0.121021866798
peacock,Jarvis-Judice-Ninke,Weight-driven,CIEXYY,13.4030428082,0.356701538255,19.7662475696,15.7033227152,0.439993143082,0.12097465992
peacock,Jarvis-Judice-Ninke,Weighted-nearest (α=0.5),RGB,13.4011942969,0.370479845177,19.7672714007,15.5617538485,0.434089571238,0.116808831692
peacock,Jarvis-Judice-Ninke,Weighted-nearest (α=0.5),CIELAB,13.4007743336,0.3608107652,19.7298651979,15.670558024,0.437665522099,0.120142042637
peacock,Jarvis-Judice-Ninke,Weighted-nearest (α=0.5),CIEXYY,13.4417006627,0.358715612136,19.734463421,15.5822368876,0.440229326487,0.120651721954
peacock,Jarvis-Judice-Ninke,Softmax (α=0.5),RGB,12.7896319909,0.396825605933,22.3139438429,12.8767474883,0.633586764336,0.00894236564636
peacock,Jarvis-Judice-Ninke,Softmax (α=0.5),CIELAB,12.1375034313,0.314650671306,21.8327429795,13.1780302272,0.777569890022,0.0165086388588
peacock,Jarvis-Judice-Ninke,Softmax (α=0.5),CIEXYY,14.5584319118,0.388129275587,19.4213321059,11.7597015815,0.531825840473,0.0642247796059
peacock,Jarvis-Judice-Ninke,Error-scaled (scale),RGB,15.3122214171,0.470827290506,20.77114012,7.30855991854,0.489196658134,0.0191147327423
peacock,Jarvis-Judice-Ninke,Error-scaled (scale),CIELAB,13.512476687,0.382769426109,19.6199923372,8.64844105359,0.565038979053,0.0116474032402
peacock,Jarvis-Judice-Ninke,Error-scaled (scale),CIEXYY,13.4903513808,0.334309337789,22.9883347066,12.0930628391,0.79058021307,0.0478254556656
peacock,Jarvis-Judice-Ninke,Error-scaled (weighted_target),RGB,14.3039938242,0.441110512709,22.5458985721,9.22365843915,0.565545201302,0.0080937743187
peacock,Jarvis-Judice-Ninke,Error-scaled (weighted_target),CIELAB,12.3832229475,0.345926610655,21.2693715535,13.3022226597,0.664493560791,0.0218177437782
peacock,Jarvis-Judice-Ninke,Error-scaled (weighted_target),CIEXYY,13.4219865995,0.326705778634,24.1688232806,13.2395406844,0.829382419586,0.0691246986389
peacock,Jarvis-Judice-Ninke,Error-scaled (confidence),RGB,14.6019551995,0.440293616301,21.6643551163,8.11633007292,0.544312179089,0.00824117660522
peacock,Jarvis-Judice-Ninke,Error-scaled (confidence),CIELAB,12.7857150269,0.349018261032,20.5887577612,10.8274418282,0.662905693054,0.0102542042732
peacock,Jarvis-Judice-Ninke,Error-scaled (confidence),CIEXYY,13.2287313974,0.295483898322,23.8123202312,12.7701973824,0.863312065601,0.0420859456062
peacock,Stucki,Nearest-colour,RGB,13.8710217685,0.403189699513,22.7987654072,9.65675969265,0.577680289745,0.0031750202179
peacock,Stucki,Nearest-colour,CIELAB,12.0837166786,0.306735042356,21.9620584983,13.1438396658,0.719601988792,0.0159608721733
peacock,Stucki,Nearest-colour,CIEXYY,13.0825756371,0.260483632734,24.7792281806,13.2519680094,0.909313499928,0.0562551021576
peacock,Stucki,Weight-driven,RGB,13.4030424501,0.356701506825,19.7662481466,15.7033232367,0.439993143082,0.12093091011
peacock,Stucki,Weight-driven,CIELAB,13.4030424501,0.356701506825,19.7662481466,15.7033232367,0.439993143082,0.121021866798
peacock,Stucki,Weight-driven,CIEXYY,13.4030428082,0.356701538255,19.7662475696,15.7033227152,0.439993143082,0.12097465992
peacock,Stucki,Weighted-nearest (α=0.5),RGB,13.3955774349,0.369768126519,19.7753956634,15.560883582,0.433959662914,0.118738114834
peacock,Stucki,Weighted-nearest (α=0.5),CIELAB,13.4001455006,0.360552667435,19.7332326803,15.6764782504,0.43772995472,0.120034039021
peacock,Stucki,Weighted-nearest (α=0.5),CIEXYY,13.4388912223,0.358583323017,19.7365858949,15.5907255102,0.440531492233,0.120673298836
peacock,Stucki,Softmax (α=0.5),RGB,12.7518480934,0.391016379685,22.4006356775,12.8495511649,0.606255054474,0.0085461139679
peacock,Stucki,Softmax (α=0.5),CIELAB,12.083672849,0.307030029328,21.9565593276,13.1456584257,0.719172596931,0.0160481333733
peacock,Stucki,Softmax (α=0.5),CIEXYY,14.5605860402,0.388387857753,19.4355615377,11.710412118,0.528904914856,0.0655641555786
peacock,Stucki,Error-scaled (scale),RGB,15.2381521315,0.465406285632,20.8421595582,7.33041034765,0.448491454124,0.0190196037292
peacock,Stucki,Error-scaled (scale),CIELAB,13.4392139493,0.375381306968,19.7162995625,8.68627570095,0.512200713158,0.0116312503815
peacock,Stucki,Error-scaled (scale),CIEXYY,13.4397253354,0.327847933102,23.0384384039,12.0941457303,0.754999101162,0.0475817918777
peacock,Stucki,Error-scaled (weighted_target),RGB,14.2512973135,0.436228346544,22.5901711849,9.27810164631,0.53605055809,0.00770330429077
peacock,Stucki,Error-scaled (weighted_target),CIELAB,12.3327415748,0.339564394918,21.3949914493,13.2865203564,0.63359183073,0.0204526782036
peacock,Stucki,Error-scaled (weighted_target),CIEXYY,13.3896702351,0.321892595207,24.2342289228,13.265728157,0.816012442112,0.0700347423553
peacock,Stucki,Error-scaled (confidence),RGB,14.5206603846,0.433571668842,21.7407503264,8.2062081927,0.485866725445,0.00768452882767
peacock,Stucki,Error-scaled (confidence),CIELAB,12.7263073132,0.341499304984,20.7019243308,10.8352954914,0.603407979012,0.0104155540466
peacock,Stucki,Error-scaled (confidence),CIEXYY,13.1730289444,0.287749829483,23.8745072846,12.7549605635,0.835158228874,0.0420067310333
pigs-10-palette,Floyd-Steinberg,Nearest-colour,RGB,13.7046764342,0.35276198575,24.3918718471,8.03988066681,0.641462206841,0.00504958629608
pigs-10-palette,Floyd-Steinberg,Nearest-colour,CIELAB,12.5485130598,0.299729167231,24.0253201813,8.79243142916,0.792875766754,0.00961947441101
pigs-10-palette,Floyd-Steinberg,Nearest-colour,CIEXYY,13.7487927189,0.350145868202,24.5303672448,8.02674115503,0.655347406864,0.0733929872513
pigs-10-palette,Floyd-Steinberg,Weight-driven,RGB,11.9968403018,0.400955337583,22.8688069087,14.1959069502,0.473465681076,0.306850016117
pigs-10-palette,Floyd-Steinberg,Weight-driven,CIELAB,11.9968403018,0.400955337583,22.8688069087,14.1959069502,0.473465681076,0.306952655315
pigs-10-palette,Floyd-Steinberg,Weight-driven,CIEXYY,11.9968405338,0.400955365508,22.8688077171,14.1959065494,0.473465681076,0.30613386631
pigs-10-palette,Floyd-Steinberg,Weighted-nearest (α=0.5),RGB,11.861457673,0.399296082188,23.1704372072,13.9442053504,0.52016210556,0.307177364826
pigs-10-palette,Floyd-Steinberg,Weighted-nearest (α=0.5),CIELAB,11.9275411684,0.399544637152,23.0730252791,13.9881880891,0.509130358696,0.298895776272
pigs-10-palette,Floyd-Steinberg,Weighted-nearest (α=0.5),CIEXYY,12.0298298519,0.40161392258,22.8232085469,14.009593238,0.473044872284,0.309711277485
pigs-10-palette,Floyd-Steinberg,Softmax (α=0.5),RGB,12.3522487556,0.32711045891,24.8882045147,9.78962724897,0.767263352871,0.136820733547
pigs-10-palette,Floyd-Steinberg,Softmax (α=0.5),CIELAB,12.5438089623,0.299922723966,24.0209291674,8.81067886291,0.790148377419,0.0112233161926
pigs-10-palette,Floyd-Steinberg,Softmax (α=0.5),CIEXYY,13.3100092689,0.387208858235,23.1541239835,7.31233297879,0.672923088074,0.421451687813
pigs-10-palette,Floyd-Steinberg,Error-scaled (scale),RGB,14.3929384167,0.400096145183,23.3501348257,7.39197119924,0.566279709339,0.0927434563637
pigs-10-palette,Floyd-Steinberg,Error-scaled (scale),CIELAB,13.1718798605,0.36092771941,22.4374606047,8.64748119963,0.63365983963,0.0387945771217
pigs-10-palette,Floyd-Steinberg,Error-scaled (scale),CIEXYY,14.1628070483,0.385422278725,23.8467063973,8.27724819877,0.594032049179,0.19982022047
pigs-10-palette,Floyd-Steinberg,Error-scaled (weighted_target),RGB,14.2102418589,0.398806028499,23.8557553359,7.96297943577,0.648173868656,0.0175684094429
pigs-10-palette,Floyd-Steinberg,Error-scaled (weighted_target),CIELAB,12.9294167933,0.340073336702,23.1112714414,8.86775527591,0.718200266361,0.0110695362091
pigs-10-palette,Floyd-Steinberg,Error-scaled (weighted_target),CIEXYY,14.0600696683,0.383639948948,24.0544483212,7.9561481168,0.653902649879,0.10254740715
pigs-10-palette,Floyd-Steinberg,Error-scaled (confidence),RGB,13.963677249,0.370193033811,24.0174067604,7.78646761256,0.601374387741,0.0264635682106
pigs-10-palette,Floyd-Steinberg,Error-scaled (confidence),CIELAB,12.7981794121,0.327999777385,23.3555012491,8.71686613006,0.732717514038,0.0196675658226
pigs-10-palette,Floyd-Steinberg,Error-scaled (confidence),CIEXYY,13.8999684284,0.364093513668,24.3264454325,7.88825830929,0.631622612476,0.128456354141
pigs-10-palette,Jarvis-Judice-Ninke,Nearest-colour,RGB,14.2865976467,0.408496981151,23.7102303103,7.85577690172,0.768204748631,0.0175131559372
pigs-10-palette,Jarvis-Judice-Ninke,Nearest-colour,CIELAB,12.9773844784,0.349346125962,22.8509262558,8.86230174514,0.81552541256,0.0116651058197
pigs-10-palette,Jarvis-Judice-Ninke,Nearest-colour,CIEXYY,14.1352508621,0.393145405185,23.9245781346,8.42161657093,0.720021009445,0.0987503528595
pigs-10-palette,Jarvis-Judice-Ninke,Weight-driven,RGB,11.9968403018,0.400955337583,22.8688069087,14.1959069502,0.473465681076,0.306850016117
pigs-10-palette,Jarvis-Judice-Ninke,Weight-driven,CIELAB,11.9968403018,0.400955337583,22.8688069087,14.1959069502,0.473465681076,0.306952655315
pigs-10-palette,Jarvis-Judice-Ninke,Weight-driven,CIEXYY,11.9968405338,0.400955365508,22.8688077171,14.1959065494,0.473465681076,0.30613386631
pigs-10-palette,Jarvis-Judice-Ninke,Weighted-nearest (α=0.5),RGB,11.9041570368,0.406533416779,23.1081549058,13.7320205512,0.536796748638,0.304241240025
pigs-10-palette,Jarvis-Judice-Ninke,Weighted-nearest (α=0.5),CIELAB,11.9598021458,0.407020559051,23.0028024325,13.9575052962,0.541826725006,0.297961473465
pigs-10-palette,Jarvis-Judice-Ninke,Weighted-nearest (α=0.5),CIEXYY,12.0361541873,0.402014259678,22.8136759072,13.9663091317,0.473748981953,0.31034630537
pigs-10-palette,Jarvis-Judice-Ninke,Softmax (α=0.5),RGB,12.7516440242,0.379244758639,24.0227334421,9.85646454018,0.810769021511,0.179079294205
pigs-10-palette,Jarvis-Judice-Ninke,Softmax (α=0.5),CIELAB,12.9717909516,0.349459984297,22.8519910621,8.86948524224,0.8215944767,0.0117949843407
pigs-10-palette,Jarvis-Judice-Ninke,Softmax (α=0.5),CIEXYY,13.676514845,0.419101378225,22.6235189377,7.62367263419,0.650549054146,0.41531676054
pigs-10-palette,Jarvis-Judice-Ninke,Error-scaled (scale),RGB,15.0074836614,0.454491013596,22.6334677535,7.27315179005,0.681184947491,0.123260974884
pigs-10-palette,Jarvis-Judice-Ninke,Error-scaled (scale),CIELAB,13.6351633511,0.407793148343,21.2718531123,8.50741056596,0.667276024818,0.0542470812798
pigs-10-palette,Jarvis-Judice-Ninke,Error-scaled (scale),CIEXYY,14.5364650747,0.423681918421,23.1851947114,8.44485193081,0.652342200279,0.222164869308
pigs-10-palette,Jarvis-Judice-Ninke,Error-scaled (weighted_target),RGB,14.716802902,0.446191228064,23.3379523738,7.81480081635,0.692279577255,0.0394489765167
pigs-10-palette,Jarvis-Judice-Ninke,Error-scaled (weighted_target),CIELAB,13.3115741074,0.386639446878,22.1609347357,8.70786658479,0.695036530495,0.0164024233818
pigs-10-palette,Jarvis-Judice-Ninke,Error-scaled (weighted_target),CIEXYY,14.3589967613,0.417685317403,23.5837613028,8.05981154619,0.673337996006,0.149564981461
pigs-10-palette,Jarvis-Judice-Ninke,Error-scaled (confidence),RGB,14.5819059142,0.426732920827,23.2831891822,7.58763612809,0.723662912846,0.0514701008797
pigs-10-palette,Jarvis-Judice-Ninke,Error-scaled (confidence),CIELAB,13.2640403135,0.378942861727,22.1307563011,8.61209367008,0.75391882658,0.0253291130066
pigs-10-palette,Jarvis-Judice-Ninke,Error-scaled (confidence),CIEXYY,14.3002389479,0.406379856287,23.6665935201,8.23376597876,0.690856277943,0.160553753376
pigs-10-palette,Stucki,Nearest-colour,RGB,14.2038921799,0.399848239339,23.8183720041,7.87934536522,0.685315430164,0.0149130821228
pigs-10-palette,Stucki,Nearest-colour,CIELAB,12.9120887406,0.341098880635,23.0407511072,8.88160547925,0.765278935432,0.0115451216698
pigs-10-palette,Stucki,Nearest-colour,CIEXYY,14.0791022035,0.386452294921,24.0397903047,8.39814382112,0.664087414742,0.0921798944473
pigs-10-palette,Stucki,Weight-driven,RGB,11.9968403018,0.400955337583,22.8688069087,14.1959069502,0.473465681076,0.306850016117
pigs-10-palette,Stucki,Weight-driven,CIELAB,11.9968403018,0.400955337583,22.8688069087,14.1959069502,0.473465681076,0.306952655315
pigs-10-palette,Stucki,Weight-driven,CIEXYY,11.9968405338,0.400955365508,22.8688077171,14.1959065494,0.473465681076,0.30613386631
pigs-10-palette,Stucki,Weighted-nearest (α=0.5),RGB,11.89139914,0.405068728709,23.1314042146,13.7685109583,0.528541266918,0.306558072567
pigs-10-palette,Stucki,Weighted-nearest (α=0.5),CIELAB,11.9424824169,0.405143493116,23.0449861412,13.9486757678,0.537477970123,0.298376262188
pigs-10-palette,Stucki,Weighted-nearest (α=0.5),CIEXYY,12.0360107315,0.401927678858,22.8137239945,13.9692712276,0.473550200462,0.309913992882
pigs-10-palette,Stucki,Softmax (α=0.5),RGB,12.6973259513,0.371588917268,24.1289035584,9.84873559223,0.769258022308,0.170973360538
pigs-10-palette,Stucki,Softmax (α=0.5),CIELAB,12.9137810953,0.341547708634,23.0372171941,8.8839288691,0.756645560265,0.0115196704865
pigs-10-palette,Stucki,Softmax (α=0.5),CIEXYY,13.6387862173,0.415662520382,22.6961130004,7.61907074229,0.643973350525,0.404800951481
pigs-10-palette,Stucki,Error-scaled (scale),RGB,14.9263352908,0.446678560061,22.7276931942,7.27659006727,0.609192192554,0.118777692318
pigs-10-palette,Stucki,Error-scaled (scale),CIELAB,13.5777266269,0.401248508318,21.437240181,8.53459200991,0.597026824951,0.051836669445
pigs-10-palette,Stucki,Error-scaled (scale),CIEXYY,14.4853177177,0.418089484176,23.2972950818,8.42379643763,0.605255365372,0.222094774246
pigs-10-palette,Stucki,Error-scaled (weighted_target),RGB,14.6558862072,0.440287168531,23.4042291181,7.82377841223,0.651993393898,0.0359255671501
pigs-10-palette,Stucki,Error-scaled (weighted_target),CIELAB,13.2621712947,0.380123835778,22.2950897078,8.72016254532,0.661927580833,0.0151441693306
pigs-10-palette,Stucki,Error-scaled (weighted_target),CIEXYY,14.3192829713,0.412972608965,23.6518772352,8.04617282611,0.644567966461,0.142783880234
pigs-10-palette,Stucki,Error-scaled (confidence),RGB,14.4964541663,0.418241311892,23.3926637954,7.61059460794,0.648653805256,0.047598361969
pigs-10-palette,Stucki,Error-scaled (confidence),CIELAB,13.2017255859,0.370805415014,22.3239243793,8.64084393382,0.689377427101,0.0237855315208
pigs-10-palette,Stucki,Error-scaled (confidence),CIEXYY,14.2455851142,0.400006124065,23.7816771757,8.21492771003,0.645068109035,0.15360891819
pigs-4-palette,Floyd-Steinberg,Nearest-colour,RGB,7.98401161359,0.156180969144,31.3514277947,19.9426827702,1.02815294266,0.012454867363
pigs-4-palette,Floyd-Steinberg,Nearest-colour,CIELAB,8.22896856392,0.156693180668,30.7090146306,16.816490213,1.0720410347,0.0332988500595
pigs-4-palette,Floyd-Steinberg,Nearest-colour,CIEXYY,8.62122678694,0.0975061484805,29.3338353457,18.5854655635,1.03442907333,0.599423527718
pigs-4-palette,Floyd-Steinberg,Weight-driven,RGB,9.50256745816,0.343696121053,26.805817457,23.4204414829,0.473152220249,0.549098730087
pigs-4-palette,Floyd-Steinberg,Weight-driven,CIELAB,9.50256745816,0.343696121053,26.805817457,23.4204414829,0.473152220249,0.546225070953
pigs-4-palette,Floyd-Steinberg,Weight-driven,CIEXYY,9.50256765687,0.343696133492,26.805818525,23.4204405659,0.473152190447,0.549599468708
pigs-4-palette,Floyd-Steinberg,Weighted-nearest (α=0.5),RGB,9.49811757599,0.344805007424,26.8060928042,23.0421837581,0.477327108383,0.560832023621
pigs-4-palette,Floyd-Steinberg,Weighted-nearest (α=0.5),CIELAB,9.52043518923,0.344453916837,26.7697497333,22.9175156951,0.474645107985,0.554347753525
pigs-4-palette,Floyd-Steinberg,Weighted-nearest (α=0.5),CIEXYY,9.51439579674,0.34377702337,26.7889979004,23.2653270131,0.472578525543,0.547643065453
pigs-4-palette,Floyd-Steinberg,Softmax (α=0.5),RGB,8.14819533342,0.182774117631,30.5905553682,19.9109510901,1.04210090637,0.0374969244003
pigs-4-palette,Floyd-Steinberg,Softmax (α=0.5),CIELAB,8.230127018,0.15693354125,30.7029492847,16.8203387757,1.07796883583,0.0335221290588
pigs-4-palette,Floyd-Steinberg,Softmax (α=0.5),CIEXYY,10.1434315348,0.274616334458,23.6897151938,13.6472074191,0.671443939209,0.545516848564
pigs-4-palette,Floyd-Steinberg,Error-scaled (scale),RGB,9.77348458912,0.273059455691,26.7472076913,13.314514238,0.612549066544,0.081267952919
pigs-4-palette,Floyd-Steinberg,Error-scaled (scale),CIELAB,9.3339300611,0.263876025964,27.3002057889,14.9093693654,0.746285974979,0.11811953783
pigs-4-palette,Floyd-Steinberg,Error-scaled (scale),CIEXYY,9.20126439655,0.14599125727,27.0992381343,16.1825407957,0.863889753819,0.537474632263
pigs-4-palette,Floyd-Steinberg,Error-scaled (weighted_target),RGB,8.2001403056,0.190623794921,30.4729054088,19.873535932,0.962095975876,0.0127930641174
pigs-4-palette,Floyd-Steinberg,Error-scaled (weighted_target),CIELAB,8.43909104286,0.1899842581,29.865946119,16.7597441693,0.988207876682,0.0353003144264
pigs-4-palette,Floyd-Steinberg,Error-scaled (weighted_target),CIEXYY,8.76209108924,0.121740627618,28.7337250261,18.6285079548,0.959038853645,0.591899394989
pigs-4-palette,Floyd-Steinberg,Error-scaled (confidence),RGB,8.94985410285,0.231933362455,28.761134122,15.6601284976,0.769494056702,0.0434015393257
pigs-4-palette,Floyd-Steinberg,Error-scaled (confidence),CIELAB,8.89885056766,0.224449589431,28.5644997336,15.3634245968,0.895860314369,0.0655626654625
pigs-4-palette,Floyd-Steinberg,Error-scaled (confidence),CIEXYY,8.98631030835,0.123851923841,27.998424791,16.1515615906,0.950506389141,0.52774977684
pigs-4-palette,Jarvis-Judice-Ninke,Nearest-colour,RGB,8.27980495344,0.203288559118,30.1303817329,19.8722225034,1.04986226559,0.0157243609428
pigs-4-palette,Jarvis-Judice-Ninke,Nearest-colour,CIELAB,8.49505080272,0.197721150581,29.527638658,16.7624830841,1.06800866127,0.0350369215012
pigs-4-palette,Jarvis-Judice-Ninke,Nearest-colour,CIEXYY,8.69060494062,0.114709171239,28.9691058733,19.09948055,1.05434823036,0.618944764137
pigs-4-palette,Jarvis-Judice-Ninke,Weight-driven,RGB,9.50256745816,0.343696121053,26.805817457,23.4204414829,0.473152220249,0.549098730087
pigs-4-palette,Jarvis-Judice-Ninke,Weight-driven,CIELAB,9.50256745816,0.343696121053,26.805817457,23.4204414829,0.473152220249,0.546225070953
pigs-4-palette,Jarvis-Judice-Ninke,Weight-driven,CIEXYY,9.50256765687,0.343696133492,26.805818525,23.4204405659,0.473152190447,0.549599468708
pigs-4-palette,Jarvis-Judice-Ninke,Weighted-nearest (α=0.5),RGB,9.50331072759,0.346571994901,26.7836318949,22.9059874514,0.481607735157,0.563852071762
pigs-4-palette,Jarvis-Judice-Ninke,Weighted-nearest (α=0.5),CIELAB,9.54149489135,0.345359906668,26.7139846388,22.6135354269,0.485048353672,0.557893157005
pigs-4-palette,Jarvis-Judice-Ninke,Weighted-nearest (α=0.5),CIEXYY,9.51782433415,0.343979145322,26.7819986921,23.1985794242,0.4725227952,0.547773838043
pigs-4-palette,Jarvis-Judice-Ninke,Softmax (α=0.5),RGB,8.49896416166,0.235260399318,29.2367630595,19.8011516733,1.0398837328,0.0728972554207
pigs-4-palette,Jarvis-Judice-Ninke,Softmax (α=0.5),CIELAB,8.49849788689,0.19823029063,29.5180573276,16.7602482109,1.0674393177,0.0375311374664
pigs-4-palette,Jarvis-Judice-Ninke,Softmax (α=0.5),CIEXYY,10.1979774743,0.278307542468,23.5158528248,13.597759188,0.662625193596,0.555014371872
pigs-4-palette,Jarvis-Judice-Ninke,Error-scaled (scale),RGB,10.164576174,0.305875371957,25.7397272593,13.4009910339,0.712168693542,0.0928838253021
pigs-4-palette,Jarvis-Judice-Ninke,Error-scaled (scale),CIELAB,9.62763318887,0.29327475293,26.4423051756,14.8687499166,0.781638979912,0.129410922527
pigs-4-palette,Jarvis-Judice-Ninke,Error-scaled (scale),CIEXYY,9.31105900854,0.158258837772,26.5773337549,16.3593020045,0.90383630991,0.522903800011
pigs-4-palette,Jarvis-Judice-Ninke,Error-scaled (weighted_target),RGB,8.56081643311,0.244243874964,29.1818390431,19.7158350097,0.938005685806,0.0313065052032
pigs-4-palette,Jarvis-Judice-Ninke,Error-scaled (weighted_target),CIELAB,8.74854756777,0.233509140706,28.5889139236,16.6189084609,0.956396102905,0.0497561097145
pigs-4-palette,Jarvis-Judice-Ninke,Error-scaled (weighted_target),CIEXYY,8.8921462033,0.149061431028,28.1665510365,19.1848572428,0.943686246872,0.602330744267
pigs-4-palette,Jarvis-Judice-Ninke,Error-scaled (confidence),RGB,9.38861298689,0.277051577068,27.4563807931,14.9739032243,0.846821010113,0.0530178546906
pigs-4-palette,Jarvis-Judice-Ninke,Error-scaled (confidence),CIELAB,9.24195839709,0.262673705091,27.4155930024,15.0488888717,0.914656877518,0.07506108284
pigs-4-palette,Jarvis-Judice-Ninke,Error-scaled (confidence),CIEXYY,9.09703628373,0.138719050414,27.485353983,16.3731589141,0.994515359402,0.533545255661
pigs-4-palette,Stucki,Nearest-colour,RGB,8.21928129849,0.193956678678,30.3680030062,19.8840339208,0.995597958565,0.0140473246574
pigs-4-palette,Stucki,Nearest-colour,CIELAB,8.44721438722,0.190825129656,29.7439261912,16.7725798854,1.03623795509,0.0342234969139
pigs-4-palette,Stucki,Nearest-colour,CIEXYY,8.68321224476,0.112175636312,29.0086894626,18.9587010822,1.01783549786,0.61724615097
