Image,Algorithm,Strategy,Colour space,PSNR,SSIM,CIEDE2000,S-CIELAB,LPIPS,DreamSim
curls,Stucki,Softmax (α=0.5),CIELAB,11.3013178371,0.332325846936,18.3523146603,7.2612512096,0.793550133705,0.0379986763
curls,Stucki,Softmax (α=0.5),CIEXYY,13.4028189166,0.497280732071,14.8076289452,9.40801534287,0.451987981796,0.167273044586
curls,Stucki,Error-scaled (scale),RGB,13.3088686052,0.50342021356,16.334596431,9.99849076835,0.458362340927,0.0514267683029
curls,Stucki,Error-scaled (scale),CIELAB,13.1054005814,0.466803415148,14.6754417668,9.3346390634,0.525299429893,0.0742996931076
curls,Stucki,Error-scaled (scale),CIEXYY,13.0553685343,0.466234977818,15.3826975212,10.6452192858,0.410203456879,0.155794978142
curls,Stucki,Error-scaled (weighted_target),RGB,11.4637959859,0.458915763387,21.4838270076,11.821794624,0.61072319746,0.0167162418365
curls,Stucki,Error-scaled (weighted_target),CIELAB,11.4916856536,0.353453723044,17.9547081019,7.23598769501,0.729127883911,0.038943529129
curls,Stucki,Error-scaled (weighted_target),CIEXYY,11.7801290146,0.312034250566,17.7425481685,10.8758304009,0.74462223053,0.18582713604
curls,Stucki,Error-scaled (confidence),RGB,12.6406647228,0.491105478678,18.1165567581,10.532938134,0.527586698532,0.0268799066544
curls,Stucki,Error-scaled (confidence),CIELAB,12.5589195041,0.440008711778,15.6925106408,8.69500635214,0.607191681862,0.0501873493195
curls,Stucki,Error-scaled (confidence),CIEXYY,12.966126604,0.456147670396,15.8281840747,10.1873570606,0.444145977497,0.137515366077
girl,Floyd-Steinberg,Nearest-colour,RGB,9.71452058428,0.121469587629,25.4865053058,12.7090937488,1.03673267365,0.0181323289871
girl,Floyd-Steinberg,Nearest-colour,CIELAB,9.12345489703,0.0938986429326,24.9389288087,13.2119397747,1.20547795296,0.0401119589806
girl,Floyd-Steinberg,Nearest-colour,CIEXYY,7.53150057089,0.077177379395,34.2777312129,31.2233754496,1.23346817493,0.471309840679
girl,Floyd-Steinberg,Weight-driven,RGB,11.6806930552,0.353589161762,17.1966705605,16.5936886049,0.485533297062,0.256698012352
girl,Floyd-Steinberg,Weight-driven,CIELAB,11.6806930552,0.353589161762,17.1966705605,16.5936886049,0.485533297062,0.257287859917
girl,Floyd-Steinberg,Weight-driven,CIEXYY,11.6806932689,0.353589167021,17.1966702339,16.593687724,0.485533297062,0.257296144962
girl,Floyd-Steinberg,Weighted-nearest (α=0.5),RGB,11.6660074944,0.353797770091,17.2124488676,16.5699029817,0.48649674654,0.253534674644
girl,Floyd-Steinberg,Weighted-nearest (α=0.5),CIELAB,11.6718433912,0.353428431229,17.2136954258,16.5461625666,0.48646017909,0.25719410181
girl,Floyd-Steinberg,Weighted-nearest (α=0.5),CIEXYY,11.6790630796,0.353285949476,17.1961858317,16.5923121789,0.485376566648,0.257111132145
girl,Floyd-Steinberg,Softmax (α=0.5),RGB,9.29250455309,0.145522045375,24.4912329465,13.7906483936,1.05868566036,0.0355861783028
girl,Floyd-Steinberg,Softmax (α=0.5),CIELAB,9.12449558343,0.0937326646988,24.936308164,13.2116996329,1.20318996906,0.0395416021347
girl,Floyd-Steinberg,Softmax (α=0.5),CIEXYY,11.1463575947,0.340767888277,17.8298855266,14.8102976922,0.513553142548,0.284770488739
girl,Floyd-Steinberg,Error-scaled (scale),RGB,11.7047657652,0.306162586464,19.4416892672,10.668867674,0.619720518589,0.0586934685707
girl,Floyd-Steinberg,Error-scaled (scale),CIELAB,10.3970507677,0.277666178906,19.2438825465,13.3115980572,0.766363680363,0.0948997735977
girl,Floyd-Steinberg,Error-scaled (scale),CIEXYY,9.00315910187,0.236913807718,25.3241777865,17.8037738383,0.863340139389,0.234973430634
girl,Floyd-Steinberg,Error-scaled (weighted_target),RGB,9.81860767642,0.132200058108,25.175919351,12.6418461132,0.952888667583,0.0217364430428
girl,Floyd-Steinberg,Error-scaled (weighted_target),CIELAB,9.11490785265,0.102713155643,24.7768985646,13.5049463843,1.16334652901,0.0467643737793
girl,Floyd-Steinberg,Error-scaled (weighted_target),CIEXYY,7.89969432689,0.0932600802125,32.1993736742,28.348556104,1.15709090233,0.460089325905
girl,Floyd-Steinberg,Error-scaled (confidence),RGB,11.1827070211,0.271647028063,20.6850793226,10.3555817821,0.725742697716,0.0434540510178
girl,Floyd-Steinberg,Error-scaled (confidence),CIELAB,9.92787616374,0.218498838062,20.6002323361,12.9350796272,0.922243177891,0.0626333355904
girl,Floyd-Steinberg,Error-scaled (confidence),CIEXYY,8.9933772418,0.22307060595,25.7078663339,15.2937710996,0.895253658295,0.29298377037
girl,Jarvis-Judice-Ninke,Nearest-colour,RGB,9.82628972951,0.129058264677,25.1685401133,12.5644399537,1.05496144295,0.0192500352859
girl,Jarvis-Judice-Ninke,Nearest-colour,CIELAB,9.14541657557,0.101808500735,24.7388373572,13.4268626385,1.21628308296,0.041452229023
girl,Jarvis-Judice-Ninke,Nearest-colour,CIEXYY,7.86055157273,0.0867174068508,32.370220143,29.1480443367,1.26319038868,0.474752306938
girl,Jarvis-Judice-Ninke,Weight-driven,RGB,11.6806930552,0.353589161762,17.1966705605,16.5936886049,0.485533297062,0.256698012352
girl,Jarvis-Judice-Ninke,Weight-driven,CIELAB,11.6806930552,0.353589161762,17.1966705605,16.5936886049,0.485533297062,0.257287859917
girl,Jarvis-Judice-Ninke,Weight-driven,CIEXYY,11.6806932689,0.353589167021,17.1966702339,16.593687724,0.485533297062,0.257296144962
girl,Jarvis-Judice-Ninke,Weighted-nearest (α=0.5),RGB,11.6712595971,0.354409214604,17.2065779987,16.5364222615,0.486588329077,0.249484360218
girl,Jarvis-Judice-Ninke,Weighted-nearest (α=0.5),CIELAB,11.6735277401,0.353811373779,17.2145903926,16.5132669905,0.485902011395,0.25581151247
girl,Jarvis-Judice-Ninke,Weighted-nearest (α=0.5),CIEXYY,11.6782926392,0.353139268328,17.1976738956,16.5805740866,0.48530036211,0.257232367992
girl,Jarvis-Judice-Ninke,Softmax (α=0.5),RGB,9.41075693234,0.16161644641,24.1149810139,13.8098645379,1.04768228531,0.0470935106277
girl,Jarvis-Judice-Ninke,Softmax (α=0.5),CIELAB,9.14775574856,0.102083294752,24.7340340969,13.4231488776,1.21996331215,0.0416541099548
girl,Jarvis-Judice-Ninke,Softmax (α=0.5),CIEXYY,11.1107654068,0.336548752778,17.9162323618,14.8234202284,0.514435529709,0.275428712368
girl,Jarvis-Judice-Ninke,Error-scaled (scale),RGB,11.9589105627,0.316219514975,19.0830922821,10.8710280137,0.652739882469,0.0654945373535
girl,Jarvis-Judice-Ninke,Error-scaled (scale),CIELAB,10.6331556096,0.289318653601,18.7543766441,13.2314440096,0.809811592102,0.104530453682
girl,Jarvis-Judice-Ninke,Error-scaled (scale),CIEXYY,8.92291715367,0.233227184747,25.3892012627,18.2003562532,0.908702194691,0.254295647144
girl,Jarvis-Judice-Ninke,Error-scaled (weighted_target),RGB,9.97149524624,0.147215903388,24.8790376076,12.5301430585,0.931780159473,0.0295208692551
girl,Jarvis-Judice-Ninke,Error-scaled (weighted_target),CIELAB,9.14069493798,0.115750659931,24.4616632901,13.7643529823,1.12689673901,0.0510042905807
girl,Jarvis-Judice-Ninke,Error-scaled (weighted_target),CIEXYY,8.10907404478,0.111001282685,31.0216508153,26.2570238648,1.14150178432,0.461396217346
girl,Jarvis-Judice-Ninke,Error-scaled (confidence),RGB,11.4386476349,0.283522286497,20.2201492541,10.3457604283,0.746426165104,0.0494334697723
girl,Jarvis-Judice-Ninke,Error-scaled (confidence),CIELAB,10.1343457993,0.232552740768,20.0322144053,12.8456883359,0.939608335495,0.0708162784576
girl,Jarvis-Judice-Ninke,Error-scaled (confidence),CIEXYY,8.94481963865,0.222670897467,25.5725798938,16.1187780566,0.943216741085,0.295444250107
girl,Stucki,Nearest-colour,RGB,9.81047818381,0.128798340013,25.1943483391,12.5983983861,1.00160682201,0.0177032351494
girl,Stucki,Nearest-colour,CIELAB,9.14350647388,0.101059544303,24.764648539,13.4036735414,1.18728506565,0.0391944646835
girl,Stucki,Nearest-colour,CIEXYY,7.82951938205,0.0859858739783,32.5551169072,29.2508119448,1.22206830978,0.470491528511
girl,Stucki,Weight-driven,RGB,11.6806930552,0.353589161762,17.1966705605,16.5936886049,0.485533297062,0.256698012352
girl,Stucki,Weight-driven,CIELAB,11.6806930552,0.353589161762,17.1966705605,16.5936886049,0.485533297062,0.257287859917
girl,Stucki,Weight-driven,CIEXYY,11.6806932689,0.353589167021,17.1966702339,16.593687724,0.485533297062,0.257296144962
girl,Stucki,Weighted-nearest (α=0.5),RGB,11.6692896954,0.354378327644,17.208752407,16.5398178243,0.486254602671,0.249393701553
girl,Stucki,Weighted-nearest (α=0.5),CIELAB,11.673242788,0.353799186606,17.2138001515,16.5136940804,0.486112803221,0.256576895714
girl,Stucki,Weighted-nearest (α=0.5),CIEXYY,11.6784729365,0.353186418058,17.1970726745,16.579478097,0.485335797071,0.257555663586
girl,Stucki,Softmax (α=0.5),RGB,9.39376065082,0.158848619264,24.1789540392,13.8052833209,1.00919032097,0.040836751461
girl,Stucki,Softmax (α=0.5),CIELAB,9.14622907878,0.101345994582,24.759851165,13.402244652,1.19141209126,0.0424686670303
girl,Stucki,Softmax (α=0.5),CIEXYY,11.120457589,0.337632005528,17.8910689187,14.8498890952,0.515088677406,0.279432535172
girl,Stucki,Error-scaled (scale),RGB,11.9290268762,0.315688971529,19.0847896227,10.8080072198,0.614885807037,0.0643704533577
girl,Stucki,Error-scaled (scale),CIELAB,10.6055464661,0.288400913785,18.8087602348,13.2450985486,0.764452397823,0.100890636444
girl,Stucki,Error-scaled (scale),CIEXYY,8.93719501931,0.233651368702,25.3619663913,18.1539460574,0.86777150631,0.252308785915
girl,Stucki,Error-scaled (weighted_target),RGB,9.95178383977,0.145519627407,24.8811561383,12.5552800765,0.880075633526,0.0317196846008
girl,Stucki,Error-scaled (weighted_target),CIELAB,9.13204500712,0.113825606984,24.5107322642,13.7338990801,1.0963435173,0.0504720211029
girl,Stucki,Error-scaled (weighted_target),CIEXYY,8.09160332898,0.108921925064,31.1274639359,26.3767503293,1.09631586075,0.457760989666
girl,Stucki,Error-scaled (confidence),RGB,11.4090896944,0.282722092373,20.2423526183,10.3203930065,0.69577139616,0.0488106012344
girl,Stucki,Error-scaled (confidence),CIELAB,10.1098287644,0.230842477894,20.0980739073,12.8494626356,0.906002640724,0.0696140527725
girl,Stucki,Error-scaled (confidence),CIEXYY,8.95206182202,0.222616266243,25.5838682761,16.0300599204,0.901326775551,0.296792864799
liquid-glass,Floyd-Steinberg,Nearest-colour,RGB,11.5685731022,0.260075815152,15.159112041,13.1741983173,0.856998562813,0.0172911882401
liquid-glass,Floyd-Steinberg,Nearest-colour,CIELAB,11.8907409848,0.284622243415,13.5644973154,11.0366349709,0.895582854748,0.037865459919
liquid-glass,Floyd-Steinberg,Nearest-colour,CIEXYY,6.49752337833,0.160056328013,33.4561746618,44.3791363059,1.13676428795,0.472759068012
liquid-glass,Floyd-Steinberg,Weight-driven,RGB,15.2866547387,0.471839618845,9.58307279323,11.1047169282,0.281492143869,0.158885776997
liquid-glass,Floyd-Steinberg,Weight-driven,CIELAB,15.2866547387,0.471839618845,9.58307279323,11.1047169282,0.281492143869,0.158917665482
liquid-glass,Floyd-Steinberg,Weight-driven,CIEXYY,15.2866556221,0.471839723701,9.58307277113,11.1047163577,0.281492143869,0.15876185894
liquid-glass,Floyd-Steinberg,Weighted-nearest (α=0.5),RGB,15.2221324146,0.463713884682,9.62613965124,11.5201834443,0.344172686338,0.155600607395
liquid-glass,Floyd-Steinberg,Weighted-nearest (α=0.5),CIELAB,15.2817093791,0.472232558858,9.59256771884,11.153124898,0.281926244497,0.154886305332
liquid-glass,Floyd-Steinberg,Weighted-nearest (α=0.5),CIEXYY,15.2885811921,0.471920080113,9.57205780495,11.0913489368,0.281056255102,0.156363964081
liquid-glass,Floyd-Steinberg,Softmax (α=0.5),RGB,11.6528717702,0.274030177079,13.8601953451,13.4150976306,0.901311278343,0.0272505283356
liquid-glass,Floyd-Steinberg,Softmax (α=0.5),CIELAB,11.8914025548,0.284172397878,13.5649516018,11.0362117358,0.898863792419,0.037758231163
liquid-glass,Floyd-Steinberg,Softmax (α=0.5),CIEXYY,13.0570450624,0.410732130823,11.2787103385,11.4430589827,0.344020545483,0.193019151688
liquid-glass,Floyd-Steinberg,Error-scaled (scale),RGB,14.3902870645,0.434576816722,10.5139373342,9.92162492086,0.319364458323,0.064901471138
liquid-glass,Floyd-Steinberg,Error-scaled (scale),CIELAB,14.3984847966,0.43873788906,10.119862644,10.0697464887,0.371323734522,0.0746008753777
liquid-glass,Floyd-Steinberg,Error-scaled (scale),CIEXYY,6.0189155599,0.114524303788,35.7776053075,29.1621158852,1.0193413496,0.243320822716
liquid-glass,Floyd-Steinberg,Error-scaled (weighted_target),RGB,11.7513554738,0.279041595545,14.7289945201,13.0694362121,0.817176103592,0.021342754364
liquid-glass,Floyd-Steinberg,Error-scaled (weighted_target),CIELAB,12.0508214891,0.302914294913,13.3109386376,11.0500817479,0.847504496574,0.0359688401222
liquid-glass,Floyd-Steinberg,Error-scaled (weighted_target),CIEXYY,6.49725809294,0.16625860921,33.2484340369,44.1799497327,1.11183667183,0.462527632713
liquid-glass,Floyd-Steinberg,Error-scaled (confidence),RGB,13.4905903044,0.381924640835,11.499858366,9.53081515684,0.388580590487,0.0462276935577
liquid-glass,Floyd-Steinberg,Error-scaled (confidence),CIELAB,13.6610324419,0.3994740359,10.8861175974,9.13636208519,0.44313377142,0.0556373596191
liquid-glass,Floyd-Steinberg,Error-scaled (confidence),CIEXYY,6.08342867548,0.105328164673,35.5299158253,27.944712061,1.04597961903,0.250465869904
liquid-glass,Jarvis-Judice-Ninke,Nearest-colour,RGB,11.7652275806,0.269241884819,14.6998067424,13.0085995494,0.865427851677,0.019056558609
liquid-glass,Jarvis-Judice-Ninke,Nearest-colour,CIELAB,12.0666145835,0.295536480764,13.2757268349,11.0501067739,0.897652029991,0.030930519104
liquid-glass,Jarvis-Judice-Ninke,Nearest-colour,CIEXYY,6.46631572069,0.161131520314,33.4128525571,45.039033108,1.18371844292,0.4623234272
liquid-glass,Jarvis-Judice-Ninke,Weight-driven,RGB,15.2866547387,0.471839618845,9.58307279323,11.1047169282,0.281492143869,0.158885776997
liquid-glass,Jarvis-Judice-Ninke,Weight-driven,CIELAB,15.2866547387,0.471839618845,9.58307279323,11.1047169282,0.281492143869,0.158917665482
liquid-glass,Jarvis-Judice-Ninke,Weight-driven,CIEXYY,15.2866556221,0.471839723701,9.58307277113,11.1047163577,0.281492143869,0.15876185894
liquid-glass,Jarvis-Judice-Ninke,Weighted-nearest (α=0.5),RGB,15.229211307,0.466537757053,9.62857487048,11.5234597065,0.329970777035,0.155563235283
liquid-glass,Jarvis-Judice-Ninke,Weighted-nearest (α=0.5),CIELAB,15.2769576832,0.472461927919,9.61197139611,11.2405211251,0.280116677284,0.155654966831
liquid-glass,Jarvis-Judice-Ninke,Weighted-nearest (α=0.5),CIEXYY,15.2900761279,0.471964152889,9.5700477686,11.0979954416,0.281025856733,0.156396090984
liquid-glass,Jarvis-Judice-Ninke,Softmax (α=0.5),RGB,11.8391590032,0.287475526191,13.553812961,13.1583522307,0.893953323364,0.0299009084702
liquid-glass,Jarvis-Judice-Ninke,Softmax (α=0.5),CIELAB,12.0657696511,0.295946145481,13.2761349427,11.0474395575,0.896793246269,0.0317071676254
liquid-glass,Jarvis-Judice-Ninke,Softmax (α=0.5),CIEXYY,13.1350767923,0.417300940211,11.2073097256,11.7288907186,0.334717035294,0.195249557495
liquid-glass,Jarvis-Judice-Ninke,Error-scaled (scale),RGB,14.7403686876,0.443749706137,10.1602793327,10.0866490253,0.347275137901,0.0694405436516
liquid-glass,Jarvis-Judice-Ninke,Error-scaled (scale),CIELAB,14.656733273,0.445122947512,9.89865615831,10.3507772786,0.390905469656,0.0813325047493
liquid-glass,Jarvis-Judice-Ninke,Error-scaled (scale),CIEXYY,5.83866329253,0.112997613769,36.6140430246,29.4754442498,0.999650478363,0.253492951393
liquid-glass,Jarvis-Judice-Ninke,Error-scaled (weighted_target),RGB,11.9524869636,0.294011973736,14.2481241319,12.7897971238,0.809787213802,0.0237546563148
liquid-glass,Jarvis-Judice-Ninke,Error-scaled (weighted_target),CIELAB,12.2006846527,0.317550077922,13.0454292105,10.9546470691,0.806247234344,0.0334548950195
liquid-glass,Jarvis-Judice-Ninke,Error-scaled (weighted_target),CIEXYY,6.47352568449,0.170026632993,33.1699492417,44.8784281948,1.15290534496,0.462265253067
liquid-glass,Jarvis-Judice-Ninke,Error-scaled (confidence),RGB,13.8958244828,0.395866094963,11.0172387346,9.63072158257,0.415336191654,0.051776766777
liquid-glass,Jarvis-Judice-Ninke,Error-scaled (confidence),CIELAB,13.957688224,0.406986960793,10.582838457,9.40135814211,0.460266649723,0.0593414902687
liquid-glass,Jarvis-Judice-Ninke,Error-scaled (confidence),CIEXYY,5.89876667859,0.104864537263,36.295044656,28.3395858782,1.04308331013,0.265629172325
liquid-glass,Stucki,Nearest-colour,RGB,11.7392414709,0.267375956241,14.7699175892,13.0185534123,0.834212601185,0.0183178186417
liquid-glass,Stucki,Nearest-colour,CIELAB,12.0460720252,0.293811334489,13.3128103533,11.0402136694,0.875195026398,0.033768415451
liquid-glass,Stucki,Nearest-colour,CIEXYY,6.47180766783,0.160754984758,33.4156528303,44.8637081013,1.12927174568,0.464008927345
liquid-glass,Stucki,Weight-driven,RGB,15.2866547387,0.471839618845,9.58307279323,11.1047169282,0.281492143869,0.158885776997
liquid-glass,Stucki,Weight-driven,CIELAB,15.2866547387,0.471839618845,9.58307279323,11.1047169282,0.281492143869,0.158917665482
liquid-glass,Stucki,Weight-driven,CIEXYY,15.2866556221,0.471839723701,9.58307277113,11.1047163577,0.281492143869,0.15876185894
liquid-glass,Stucki,Weighted-nearest (α=0.5),RGB,15.2286873861,0.465882182703,9.62720664223,11.5074683918,0.330749571323,0.154529154301
liquid-glass,Stucki,Weighted-nearest (α=0.5),CIELAB,15.275609548,0.472344691383,9.60836594786,11.224391265,0.280214250088,0.155182719231
liquid-glass,Stucki,Weighted-nearest (α=0.5),CIEXYY,15.2890660648,0.47195443621,9.57024428165,11.0931253864,0.281024456024,0.156480610371
liquid-glass,Stucki,Softmax (α=0.5),RGB,11.817468911,0.285279548799,13.5897294879,13.1689757008,0.871745169163,0.0296794176102
liquid-glass,Stucki,Softmax (α=0.5),CIELAB,12.0469938776,0.294143351629,13.3121580612,11.0390918143,0.873382389545,0.0334077477455
liquid-glass,Stucki,Softmax (α=0.5),CIEXYY,13.1167782684,0.415285034409,11.2253167846,11.6472868467,0.336637794971,0.19499784708
liquid-glass,Stucki,Error-scaled (scale),RGB,14.7012973956,0.442792407753,10.1999192737,10.0663000492,0.320951342583,0.0686184167862
liquid-glass,Stucki,Error-scaled (scale),CIELAB,14.6309116275,0.444549801243,9.92155604183,10.3165657193,0.368890762329,0.0794686079025
liquid-glass,Stucki,Error-scaled (scale),CIEXYY,5.85437718861,0.113235862488,36.5348999617,29.4513204044,0.970196187496,0.253124833107
liquid-glass,Stucki,Error-scaled (weighted_target),RGB,11.9282241833,0.291781186057,14.3179465885,12.7969579937,0.778189361095,0.0228027105331
liquid-glass,Stucki,Error-scaled (weighted_target),CIELAB,12.1849359652,0.316028201569,13.0747401965,10.9525324846,0.783968985081,0.0327409505844
liquid-glass,Stucki,Error-scaled (weighted_target),CIEXYY,6.47832390314,0.1695322678,33.1799215789,44.6877027511,1.09636557102,0.461957931519
liquid-glass,Stucki,Error-scaled (confidence),RGB,13.8511918394,0.394392645883,11.0760116725,9.6137512958,0.387664824724,0.0515837669373
liquid-glass,Stucki,Error-scaled (confidence),CIELAB,13.9264190322,0.406156274851,10.6155794953,9.36893578367,0.436529278755,0.0590353012085
liquid-glass,Stucki,Error-scaled (confidence),CIEXYY,5.9150427573,0.104967592075,36.2256053502,28.313271623,1.00733208656,0.2628942132
negroni,Stucki,Nearest-colour,RGB,13.8968964533,0.186733183134,13.383541054,2.92065386244,0.81695330143,0.0124480128288
negroni,Stucki,Nearest-colour,CIELAB,12.9865260099,0.136338458983,11.4009087374,2.58264172813,0.859752118587,0.0122851729393
negroni,Stucki,Nearest-colour,CIEXYY,11.4224284728,0.129518214809,19.6973068001,2.68120732907,0.948658704758,0.0528441667557
negroni,Stucki,Weight-driven,RGB,19.0138155112,0.782408544542,8.1009100243,4.9928196629,0.3203137815,0.0622482895851
negroni,Stucki,Weight-driven,CIELAB,19.0138155112,0.782408544541,8.1009100243,4.9928196629,0.3203137815,0.0621554255486
negroni,Stucki,Weight-driven,CIEXYY,19.0138164543,0.782408796743,8.10091066523,4.99281929362,0.320313811302,0.0604103803635
negroni,Stucki,Weighted-nearest (α=0.5),RGB,18.6610428426,0.761142414965,8.24100072656,4.92699850212,0.363086014986,0.0562170743942
negroni,Stucki,Weighted-nearest (α=0.5),CIELAB,19.007374971,0.782517368511,8.07443175497,4.97205299772,0.32006791234,0.057556271553
negroni,Stucki,Weighted-nearest (α=0.5),CIEXYY,18.8586264431,0.775881094653,8.16423411478,4.9582583171,0.340943455696,0.0561185479164
negroni,Stucki,Softmax (α=0.5),RGB,13.0600334775,0.173151938359,12.2560766726,2.89136305215,0.842541337013,0.0205236077309
negroni,Stucki,Softmax (α=0.5),CIELAB,12.9884681555,0.136574222102,11.3961872395,2.58159721267,0.859181940556,0.012334048748
negroni,Stucki,Softmax (α=0.5),CIEXYY,10.9371567203,0.217804661731,16.7133144888,2.69258452233,0.875139057636,0.103347539902
negroni,Stucki,Error-scaled (scale),RGB,18.4596346605,0.522236979704,12.1749786685,3.94416214005,0.490721553564,0.0290240645409
negroni,Stucki,Error-scaled (scale),CIELAB,18.9027173892,0.788597829831,6.49487600933,4.16881679958,0.323177754879,0.0299111604691
negroni,Stucki,Error-scaled (scale),CIEXYY,15.2309568931,0.445831015926,17.1887553277,3.54540824355,0.631951212883,0.0607029795647
negroni,Stucki,Error-scaled (weighted_target),RGB,14.3330985685,0.218029554177,13.116622927,2.9707728858,0.777935445309,0.0174708366394
negroni,Stucki,Error-scaled (weighted_target),CIELAB,13.2335366195,0.15759324852,11.1051454484,2.64118939534,0.832652449608,0.0178000926971
negroni,Stucki,Error-scaled (weighted_target),CIEXYY,11.9509889687,0.145807912036,20.1420554827,3.44428349282,0.925125360489,0.0580422878265
negroni,Stucki,Error-scaled (confidence),RGB,15.7234618279,0.250657852752,12.835839806,3.56031743112,0.667323827744,0.0172707438469
negroni,Stucki,Error-scaled (confidence),CIELAB,17.2780343158,0.612058772551,7.26669875574,3.87913326915,0.47156894207,0.0229446291924
negroni,Stucki,Error-scaled (confidence),CIEXYY,12.8111878803,0.162520152114,19.3283181374,3.32892805633,0.851012408733,0.0535191297531
negroni,Floyd-Steinberg,Nearest-colour,RGB,13.6274137786,0.168148476269,13.5404548877,2.88951187358,0.82420617342,0.00975739955902
negroni,Floyd-Steinberg,Nearest-colour,CIELAB,12.8056909368,0.123836076448,11.6288723649,2.55045015321,0.851750135422,0.0129873156548
negroni,Floyd-Steinberg,Nearest-colour,CIEXYY,11.0994163249,0.113845988983,19.6348022354,2.25723655808,0.979763031006,0.04962682724
negroni,Floyd-Steinberg,Weight-driven,RGB,19.0138155112,0.782408544542,8.1009100243,4.9928196629,0.3203137815,0.0622482895851
negroni,Floyd-Steinberg,Weight-driven,CIELAB,19.0138155112,0.782408544541,8.1009100243,4.9928196629,0.3203137815,0.0621554255486
negroni,Floyd-Steinberg,Weight-driven,CIEXYY,19.0138164543,0.782408796743,8.10091066523,4.99281929362,0.320313811302,0.0604103803635
negroni,Floyd-Steinberg,Weighted-nearest (α=0.5),RGB,18.7642779891,0.767564790205,8.20033928826,4.94682068833,0.354925692081,0.0563071966171
negroni,Floyd-Steinberg,Weighted-nearest (α=0.5),CIELAB,19.0082892197,0.782536949853,8.07357222453,4.97634718802,0.319911062717,0.0574424862862
negroni,Floyd-Steinberg,Weighted-nearest (α=0.5),CIEXYY,18.8878042708,0.777718205964,8.15309636267,4.96249224466,0.341945081949,0.0574144124985
negroni,Floyd-Steinberg,Softmax (α=0.5),RGB,12.8631415744,0.159052510794,12.4742463725,2.90317280005,0.846134781837,0.018449485302
negroni,Floyd-Steinberg,Softmax (α=0.5),CIELAB,12.8095933792,0.124262330018,11.6211348673,2.55129656799,0.849443614483,0.0122393369675
negroni,Floyd-Steinberg,Softmax (α=0.5),CIEXYY,10.8565742205,0.211975240423,16.8846667485,2.66725431317,0.88281005621,0.103659391403
negroni,Floyd-Steinberg,Error-scaled (scale),RGB,17.8510340749,0.494094350128,12.2922627715,3.92016344821,0.496584773064,0.0287930369377
negroni,Floyd-Steinberg,Error-scaled (scale),CIELAB,18.4624163835,0.777514639635,6.64835998776,4.18274889765,0.334483265877,0.0286667943001
negroni,Floyd-Steinberg,Error-scaled (scale),CIEXYY,14.7168752955,0.417167111756,17.5196751974,3.47930269409,0.664178013802,0.0579054355621
negroni,Floyd-Steinberg,Error-scaled (weighted_target),RGB,13.9735508343,0.19068242938,13.3956455299,2.94843055755,0.7829220891,0.0142582058907
negroni,Floyd-Steinberg,Error-scaled (weighted_target),CIELAB,13.0004312732,0.137433338798,11.3833212137,2.58253502288,0.824402809143,0.0153044462204
negroni,Floyd-Steinberg,Error-scaled (weighted_target),CIEXYY,11.5412037555,0.131567843641,19.9234701225,2.92316663687,0.954936742783,0.055118560791
negroni,Floyd-Steinberg,Error-scaled (confidence),RGB,15.0874152191,0.217169611225,13.1102256551,3.48148294914,0.709489703178,0.015288412571
negroni,Floyd-Steinberg,Error-scaled (confidence),CIELAB,16.5515857209,0.567038308709,7.66340898541,3.78790127983,0.520848989487,0.0205334424973
negroni,Floyd-Steinberg,Error-scaled (confidence),CIEXYY,12.502354838,0.147971560841,19.6440862352,3.27419412275,0.876316905022,0.0501228570938
negroni,Jarvis-Judice-Ninke,Nearest-colour,RGB,13.9375350368,0.190264457856,13.3539916949,2.92389616021,0.821423530579,0.0111698508263
negroni,Jarvis-Judice-Ninke,Nearest-colour,CIELAB,13.0170446922,0.138402627813,11.3651944803,2.59349729605,0.860618770123,0.013857126236
negroni,Jarvis-Judice-Ninke,Nearest-colour,CIEXYY,11.4584471416,0.130908482814,19.6860918108,2.72062652891,0.954014718533,0.0524997711182
negroni,Jarvis-Judice-Ninke,Weight-driven,RGB,19.0138155112,0.782408544542,8.1009100243,4.9928196629,0.3203137815,0.0622482895851
negroni,Jarvis-Judice-Ninke,Weight-driven,CIELAB,19.0138155112,0.782408544541,8.1009100243,4.9928196629,0.3203137815,0.0621554255486
negroni,Jarvis-Judice-Ninke,Weight-driven,CIEXYY,19.0138164543,0.782408796743,8.10091066523,4.99281929362,0.320313811302,0.0604103803635
negroni,Jarvis-Judice-Ninke,Weighted-nearest (α=0.5),RGB,18.6567863762,0.761056632649,8.24256271573,4.9246081336,0.364021956921,0.0567355155945
negroni,Jarvis-Judice-Ninke,Weighted-nearest (α=0.5),CIELAB,19.0067680801,0.782517946541,8.07434807639,4.97123058031,0.320026159286,0.0575535297394
negroni,Jarvis-Judice-Ninke,Weighted-nearest (α=0.5),CIEXYY,18.8468084432,0.775479400398,8.16867215633,4.95686837102,0.343054234982,0.0570262670517
negroni,Jarvis-Judice-Ninke,Softmax (α=0.5),RGB,13.0921916148,0.175623025557,12.2181524524,2.89028203752,0.842395603657,0.0210960507393
negroni,Jarvis-Judice-Ninke,Softmax (α=0.5),CIELAB,13.0206750561,0.138749869307,11.3593174907,2.59364978583,0.860149085522,0.0137785673141
