Algorithm,Strategy,Colour space,PSNR,SSIM,CIEDE2000,S-CIELAB,LPIPS,DreamSim
Floyd-Steinberg,Nearest-colour,RGB,11.568573102222146,0.26007581515227823,15.159112040981384,13.174198317269893,0.8569985628128052,0.01729118824005127
Floyd-Steinberg,Nearest-colour,CIELAB,11.890740984810444,0.2846222434145015,13.56449731536157,11.036634970908128,0.8955828547477722,0.03786545991897583
Floyd-Steinberg,Nearest-colour,CIEXYY,6.497523378333709,0.1600563280133721,33.45617466178485,44.379136305898484,1.1367642879486084,0.47275906801223755
Floyd-Steinberg,Weight-driven,RGB,15.286654738724923,0.4718396188448961,9.583072793227407,11.104716928234582,0.2814921438694,0.15888577699661255
Floyd-Steinberg,Weight-driven,CIELAB,15.286654738724923,0.4718396188450232,9.583072793227409,11.104716928234575,0.2814921438694,0.15891766548156738
Floyd-Steinberg,Weight-driven,CIEXYY,15.286655622059524,0.4718397237010063,9.58307277113419,11.104716357678502,0.2814921438694,0.1587618589401245
Floyd-Steinberg,Error-scaled (scale),RGB,14.390287064512284,0.4345768167216124,10.513937334168272,9.921624920857282,0.319364458322525,0.06490147113800049
Floyd-Steinberg,Error-scaled (scale),CIELAB,14.398484796584105,0.43873788905954214,10.119862644049844,10.069746488668475,0.37132373452186584,0.07460087537765503
Floyd-Steinberg,Error-scaled (scale),CIEXYY,6.0189155599024495,0.11452430378824467,35.77760530753658,29.162115885237707,1.0193413496017456,0.24332082271575928
Floyd-Steinberg,Error-scaled (weighted_target),RGB,11.751355473750401,0.2790415955446092,14.72899452013084,13.06943621209029,0.817176103591919,0.021342754364013672
Floyd-Steinberg,Error-scaled (weighted_target),CIELAB,12.050821489139626,0.3029142949129009,13.310938637582955,11.050081747923489,0.8475044965744019,0.0359688401222229
Floyd-Steinberg,Error-scaled (weighted_target),CIEXYY,6.497258092939891,0.1662586092101516,33.248434036928884,44.17994973274422,1.1118366718292236,0.46252763271331787
Floyd-Steinberg,Error-scaled (confidence),RGB,13.490590304437983,0.38192464083523564,11.499858366048539,9.530815156839115,0.3885805904865265,0.04622769355773926
Floyd-Steinberg,Error-scaled (confidence),CIELAB,13.661032441916806,0.3994740359001124,10.886117597441464,9.136362085192946,0.44313377141952515,0.055637359619140625
Floyd-Steinberg,Error-scaled (confidence),CIEXYY,6.0834286754791025,0.10532816467276555,35.52991582532879,27.944712061029417,1.045979619026184,0.25046586990356445
Jarvis-Judice-Ninke,Nearest-colour,RGB,11.765227580648949,0.26924188481933825,14.699806742412433,13.008599549437003,0.8654278516769409,0.01905655860900879
Jarvis-Judice-Ninke,Nearest-colour,CIELAB,12.066614583495724,0.29553648076386013,13.27572683492682,11.050106773939802,0.8976520299911499,0.030930519104003906
Jarvis-Judice-Ninke,Nearest-colour,CIEXYY,6.466315720693868,0.16113152031387548,33.4128525570979,45.03903310797089,1.1837184429168701,0.4623234272003174
Jarvis-Judice-Ninke,Weight-driven,RGB,15.286654738724923,0.4718396188448961,9.583072793227407,11.104716928234582,0.2814921438694,0.15888577699661255
Jarvis-Judice-Ninke,Weight-driven,CIELAB,15.286654738724923,0.4718396188450232,9.583072793227409,11.104716928234575,0.2814921438694,0.15891766548156738
Jarvis-Judice-Ninke,Weight-driven,CIEXYY,15.286655622059524,0.4718397237010063,9.58307277113419,11.104716357678502,0.2814921438694,0.1587618589401245
Jarvis-Judice-Ninke,Error-scaled (scale),RGB,14.74036868758796,0.44374970613679104,10.160279332709736,10.086649025318529,0.34727513790130615,0.06944054365158081
Jarvis-Judice-Ninke,Error-scaled (scale),CIELAB,14.65673327296214,0.4451229475121976,9.89865615831414,10.350777278618104,0.3909054696559906,0.0813325047492981
Jarvis-Judice-Ninke,Error-scaled (scale),CIEXYY,5.838663292530085,0.11299761376946425,36.61404302459347,29.475444249769122,0.9996504783630371,0.25349295139312744
Jarvis-Judice-Ninke,Error-scaled (weighted_target),RGB,11.95248696355566,0.29401197373589905,14.248124131858148,12.78979712380725,0.8097872138023376,0.023754656314849854
Jarvis-Judice-Ninke,Error-scaled (weighted_target),CIELAB,12.200684652740804,0.3175500779217006,13.045429210528845,10.954647069065217,0.8062472343444824,0.03345489501953125
Jarvis-Judice-Ninke,Error-scaled (weighted_target),CIEXYY,6.473525684489,0.17002663299300225,33.16994924166187,44.87842819479277,1.1529053449630737,0.4622652530670166
Jarvis-Judice-Ninke,Error-scaled (confidence),RGB,13.895824482840704,0.3958660949628487,11.017238734567487,9.630721582569445,0.4153361916542053,0.051776766777038574
Jarvis-Judice-Ninke,Error-scaled (confidence),CIELAB,13.957688223973069,0.40698696079267815,10.582838456952844,9.401358142108721,0.460266649723053,0.059341490268707275
Jarvis-Judice-Ninke,Error-scaled (confidence),CIEXYY,5.898766678588653,0.10486453726299923,36.295044656044716,28.339585878191503,1.0430833101272583,0.2656291723251343
Stucki,Nearest-colour,RGB,11.739241470926526,0.2673759562410331,14.769917589233659,13.01855341228498,0.834212601184845,0.018317818641662598
Stucki,Nearest-colour,CIELAB,12.046072025167598,0.2938113344889762,13.312810353308691,11.040213669433268,0.8751950263977051,0.033768415451049805
Stucki,Nearest-colour,CIEXYY,6.471807667833913,0.16075498475757646,33.41565283025583,44.86370810134137,1.1292717456817627,0.4640089273452759
Stucki,Weight-driven,RGB,15.286654738724923,0.4718396188448961,9.583072793227407,11.104716928234582,0.2814921438694,0.15888577699661255
Stucki,Weight-driven,CIELAB,15.286654738724923,0.4718396188450232,9.583072793227409,11.104716928234575,0.2814921438694,0.15891766548156738
Stucki,Weight-driven,CIEXYY,15.286655622059524,0.4718397237010063,9.58307277113419,11.104716357678502,0.2814921438694,0.1587618589401245
Stucki,Error-scaled (scale),RGB,14.701297395613114,0.44279240775305145,10.199919273699736,10.06630004922253,0.32095134258270264,0.06861841678619385
Stucki,Error-scaled (scale),CIELAB,14.630911627477401,0.4445498012434874,9.921556041833247,10.316565719270853,0.36889076232910156,0.07946860790252686
Stucki,Error-scaled (scale),CIEXYY,5.854377188611611,0.11323586248849717,36.534899961666326,29.451320404433954,0.9701961874961853,0.25312483310699463
Stucki,Error-scaled (weighted_target),RGB,11.928224183318745,0.2917811860565343,14.317946588454648,12.79695799370695,0.7781893610954285,0.02280271053314209
Stucki,Error-scaled (weighted_target),CIELAB,12.184935965236063,0.31602820156877076,13.074740196484953,10.952532484616478,0.783968985080719,0.03274095058441162
Stucki,Error-scaled (weighted_target),CIEXYY,6.4783239031373006,0.16953226780009858,33.17992157888071,44.687702751128434,1.0963655710220337,0.4619579315185547
Stucki,Error-scaled (confidence),RGB,13.851191839365551,0.3943926458832007,11.07601167252083,9.613751295796572,0.3876648247241974,0.05158376693725586
Stucki,Error-scaled (confidence),CIELAB,13.926419032235165,0.4061562748506407,10.6155794952807,9.36893578367001,0.436529278755188,0.059035301208496094
Stucki,Error-scaled (confidence),CIEXYY,5.915042757301759,0.1049675920753526,36.22560535018609,28.31327162302779,1.0073320865631104,0.2628942131996155
